Date/Time,  200mm from vessel wall [435-RTP-5-0-0104],  base #2 downstream up right [435-RTP-5-0-0300],  base #2 downstream down right [435-RTP-5-0-0302],  500 port downstream on top  part Z [435-RTP-5-0-0350],  between heating large/small side 1 up [435-RTP-5-0-1020],  between heating large/small side 1 down [435-RTP-5-0-1022],  between heating large/small side 2 up [435-RTP-5-0-1023],  between heating large/small side 2 down [435-RTP-5-0-1025],  3 5m from downstream end [435-RTP-5-0-1026],  1m from downstream end #1 [435-RTP-5-0-1027]
25-Mar-14 20:41:54.499249, 18.010986328125, 17.80270004272461, 17.93087577819824, 17.96292114257812, 17.97894287109375, 17.99496459960938, 18.010986328125, 18.02700805664062, 18.05905151367188, 17.96292114257812
